date,symbol,open,high,low,close,adj_close,volume,daily_return
2022-06-09,BTC-USD,30215.2793,30609.3105,30020.2656,30111.998,30111.998,21692004719,-0.003388
2022-06-10,BTC-USD,30110.3301,30245.8086,28978.1465,29083.8047,29083.8047,29867476527,-0.034146
2022-06-11,BTC-USD,29084.666,29401.916,28236.2129,28360.8105,28360.8105,27246574439,-0.024859
2022-06-12,BTC-USD,28373.5137,28502.6855,26762.6484,26762.6484,26762.6484,34163220274,-0.056351
2022-06-13,BTC-USD,26737.5781,26795.5898,22141.2578,22487.3887,22487.3887,68204556440,-0.159747
2022-06-14,BTC-USD,22487.9863,23018.9512,20950.8184,22206.793,22206.793,50913575242,-0.012478
2022-06-15,BTC-USD,22196.7305,22642.6719,20178.377,22572.8398,22572.8398,54912007015,0.016484
2022-06-16,BTC-USD,22576.3047,22868.9219,20265.2266,20381.6504,20381.6504,31183975654,-0.097072
2022-06-17,BTC-USD,20385.7188,21243.3125,20326.5195,20471.4824,20471.4824,27132421514,0.004407
2022-06-18,BTC-USD,20473.4258,20736.041,17708.623,19017.6426,19017.6426,42009436760,-0.071018
2022-06-19,BTC-USD,19010.9023,20683.8223,18067.1523,20553.2715,20553.2715,35329942625,0.080748
2022-06-20,BTC-USD,20553.3711,20913.3223,19689.1699,20599.5371,20599.5371,30818458597,0.002251
2022-06-21,BTC-USD,20594.2949,21620.6289,20415.0625,20710.5977,20710.5977,28970212744,0.005391
2022-06-22,BTC-USD,20719.4141,20835.75,19848.0781,19987.0293,19987.0293,28574793478,-0.034937
2022-06-23,BTC-USD,19986.6074,21135.7617,19950.1172,21085.877,21085.877,26188097173,0.054978
2022-06-24,BTC-USD,21084.6484,21472.918,20777.5117,21231.6562,21231.6562,24957784918,0.006914
2022-06-25,BTC-USD,21233.6094,21520.9141,20964.5859,21502.3379,21502.3379,18372538715,0.012749
2022-06-26,BTC-USD,21496.4941,21783.7246,21016.2695,21027.2949,21027.2949,18027170497,-0.022093
2022-06-27,BTC-USD,21028.2383,21478.0898,20620.1992,20735.4785,20735.4785,20965695707,-0.013878
2022-06-28,BTC-USD,20731.5449,21164.4238,20228.8125,20280.6348,20280.6348,21381535161,-0.021936
2022-06-29,BTC-USD,20281.1699,20364.1562,19937.791,20104.0234,20104.0234,23552740328,-0.008708
2022-06-30,BTC-USD,20108.3125,20141.1602,18729.6562,19784.7266,19784.7266,26267239923,-0.015882
2022-07-01,BTC-USD,19820.4707,20632.6719,19073.709,19269.3672,19269.3672,30767551159,-0.026048
2022-07-02,BTC-USD,19274.8359,19371.748,19027.082,19242.2559,19242.2559,18100418740,-0.001407
2022-07-03,BTC-USD,19242.0957,19558.2695,18966.9512,19297.0762,19297.0762,16390821947,0.002849
2022-07-04,BTC-USD,19297.3145,20258.748,19063.0664,20231.2617,20231.2617,21594638208,0.048411
2022-07-05,BTC-USD,20225.3535,20635.4668,19341.2324,20190.1152,20190.1152,26715546990,-0.002034
2022-07-06,BTC-USD,20194.6191,20595.5293,19823.5117,20548.2461,20548.2461,24598943708,0.017738
2022-07-07,BTC-USD,20547.8145,21771.8164,20296.1035,21637.5879,21637.5879,25814972520,0.053014
2022-07-08,BTC-USD,21637.1543,22314.9414,21257.4531,21731.1172,21731.1172,49899834488,0.004323
2022-07-09,BTC-USD,21716.8281,21877.1387,21445.957,21592.207,21592.207,29641127858,-0.006392
2022-07-10,BTC-USD,21591.0801,21591.0801,20727.123,20860.4492,20860.4492,28688807249,-0.03389
2022-07-11,BTC-USD,20856.3535,20856.3535,19924.5391,19970.5566,19970.5566,24150249025,-0.042659
2022-07-12,BTC-USD,19970.4746,20043.4453,19308.5312,19323.9141,19323.9141,25810220018,-0.03238
2022-07-13,BTC-USD,19325.9727,20223.0527,18999.9531,20212.0742,20212.0742,33042430345,0.045962
2022-07-14,BTC-USD,20211.4668,20789.8945,19689.2578,20569.9199,20569.9199,31158743333,0.017705
2022-07-15,BTC-USD,20573.1562,21138.2441,20397.0,20836.3281,20836.3281,25905575359,0.012951
2022-07-16,BTC-USD,20834.1035,21514.4043,20518.8984,21190.3164,21190.3164,24302954056,0.016989
2022-07-17,BTC-USD,21195.041,21600.6406,20778.1797,20779.3438,20779.3438,22927802083,-0.019394
2022-07-18,BTC-USD,20781.9121,22633.0332,20781.9121,22485.6895,22485.6895,39974475562,0.082117
2022-07-19,BTC-USD,22467.8496,23666.9629,21683.4062,23389.4336,23389.4336,48765202697,0.040192
2022-07-20,BTC-USD,23393.1914,24196.8184,23009.9492,23231.7324,23231.7324,42932549127,-0.006742
2022-07-21,BTC-USD,23233.2012,23388.3223,22431.1484,23164.6289,23164.6289,33631012204,-0.002888
2022-07-22,BTC-USD,23163.752,23671.9277,22603.416,22714.9785,22714.9785,31421555646,-0.019411
2022-07-23,BTC-USD,22706.9844,22977.2109,22002.9102,22465.4785,22465.4785,24021799169,-0.010984
2022-07-24,BTC-USD,22465.5098,22974.002,22306.8398,22609.1641,22609.1641,23565495303,0.006396
2022-07-25,BTC-USD,22607.1562,22649.1211,21361.6426,21361.7012,21361.7012,35574561406,-0.055175
2022-07-26,BTC-USD,21361.1211,21361.1211,20776.8164,21239.7539,21239.7539,28624673855,-0.005709
2022-07-27,BTC-USD,21244.1699,22986.5293,21070.8066,22930.5488,22930.5488,31758955233,0.079605
2022-07-28,BTC-USD,22933.6406,24110.4707,22722.2656,23843.8867,23843.8867,40212386158,0.039831
2022-07-29,BTC-USD,23845.2129,24294.7871,23481.1738,23804.6328,23804.6328,35887249746,-0.001646
2022-07-30,BTC-USD,23796.8184,24572.5801,23580.5078,23656.207,23656.207,28148218301,-0.006235
2022-07-31,BTC-USD,23652.0703,24121.6426,23275.7031,23336.8965,23336.8965,23553591896,-0.013498
2022-08-01,BTC-USD,23336.7188,23464.7871,22890.7969,23314.1992,23314.1992,25849159141,-0.000973
2022-08-02,BTC-USD,23308.4336,23415.041,22710.084,22978.1172,22978.1172,28389250717,-0.014415
2022-08-03,BTC-USD,22981.3027,23578.6504,22747.8359,22846.5078,22846.5078,26288169966,-0.005728
2022-08-04,BTC-USD,22848.2148,23198.0098,22485.7012,22630.957,22630.957,25120229769,-0.009435
2022-08-05,BTC-USD,22626.834,23422.8281,22612.1777,23289.3145,23289.3145,28881249043,0.029091
2022-08-06,BTC-USD,23291.4238,23326.5625,22961.2793,22961.2793,22961.2793,15978259885,-0.014085
2022-08-07,BTC-USD,22963.5059,23359.0098,22894.5566,23175.8906,23175.8906,15886817043,0.009347
2022-08-08,BTC-USD,23179.5273,24203.6895,23176.5469,23809.4863,23809.4863,28575544847,0.027339
2022-08-09,BTC-USD,23811.4844,23898.6152,22982.0,23164.3184,23164.3184,23555719219,-0.027097
2022-08-10,BTC-USD,23162.8984,24127.4141,22771.5195,23947.6426,23947.6426,32837431722,0.033816
2022-08-11,BTC-USD,23948.3457,24822.6289,23900.9961,23957.5293,23957.5293,37127036580,0.000413
2022-08-12,BTC-USD,23957.2031,24412.5664,23657.2656,24402.8184,24402.8184,27265804688,0.018587
2022-08-13,BTC-USD,24402.1875,24860.0508,24346.1152,24424.0684,24424.0684,22987346289,0.000871
2022-08-14,BTC-USD,24429.0566,24974.9141,24206.2598,24319.334,24319.334,22994133555,-0.004288
2022-08-15,BTC-USD,24318.3164,25135.5898,23839.7754,24136.9727,24136.9727,35123501685,-0.007499
2022-08-16,BTC-USD,24126.1367,24228.416,23733.5,23883.291,23883.291,27753685646,-0.01051
2022-08-17,BTC-USD,23881.3164,24407.0586,23243.3535,23335.998,23335.998,30931623076,-0.022915
2022-08-18,BTC-USD,23341.0391,23563.832,23177.6016,23212.7383,23212.7383,23747613147,-0.005282
2022-08-19,BTC-USD,23213.3125,23213.3125,20868.8477,20877.5527,20877.5527,40509610260,-0.100599
2022-08-20,BTC-USD,20872.8418,21350.8066,20856.7305,21166.0605,21166.0605,27595671000,0.013819
2022-08-21,BTC-USD,21160.3926,21668.8457,21103.1973,21534.1211,21534.1211,23102307723,0.017389
2022-08-22,BTC-USD,21531.4629,21531.4629,20939.1836,21398.9082,21398.9082,31666498758,-0.006279
2022-08-23,BTC-USD,21401.0449,21646.2031,20955.1387,21528.0879,21528.0879,31878280659,0.006037
2022-08-24,BTC-USD,21526.4551,21783.0762,21195.0059,21395.0195,21395.0195,31962253368,-0.006181
2022-08-25,BTC-USD,21395.459,21789.6367,21362.4414,21600.9043,21600.9043,31028679593,0.009623
2022-08-26,BTC-USD,21596.0859,21804.9082,20199.4824,20260.0195,20260.0195,42326789564,-0.062075
2022-08-27,BTC-USD,20262.4805,20340.7754,19890.5234,20041.7383,20041.7383,30116729776,-0.010774
2022-08-28,BTC-USD,20041.0352,20139.0547,19616.8145,19616.8145,19616.8145,24366810591,-0.021202
2022-08-29,BTC-USD,19615.1543,20357.4629,19600.7852,20297.9941,20297.9941,32637854078,0.034724
2022-08-30,BTC-USD,20298.6113,20542.6445,19617.6406,19796.8086,19796.8086,34483360283,-0.024691
2022-08-31,BTC-USD,19799.582,20420.9902,19799.582,20049.7637,20049.7637,33225232872,0.012778
2022-09-01,BTC-USD,20050.498,20198.3906,19653.9688,20127.1406,20127.1406,30182031010,0.003859
2022-09-02,BTC-USD,20126.0723,20401.5684,19814.7656,19969.7715,19969.7715,29123998928,-0.007819
2022-09-03,BTC-USD,19969.7188,20037.0098,19698.3555,19832.0879,19832.0879,23613051457,-0.006895
2022-09-04,BTC-USD,19832.4707,19999.6895,19636.8164,19986.7129,19986.7129,25245861652,0.007797
2022-09-05,BTC-USD,19988.7891,20031.1602,19673.0469,19812.3711,19812.3711,28813460025,-0.008723
2022-09-06,BTC-USD,19817.7246,20155.2695,18800.1719,18837.668,18837.668,43403978910,-0.049197
2022-09-07,BTC-USD,18837.6836,19427.1719,18644.4668,19290.3242,19290.3242,35239757134,0.024029
2022-09-08,BTC-USD,19289.9414,19417.3516,19076.7148,19329.834,19329.834,32194477850,0.002048
2022-09-09,BTC-USD,19328.1406,21439.4102,19310.9629,21381.1523,21381.1523,48469528171,0.106122
2022-09-10,BTC-USD,21376.9121,21760.2754,21168.7227,21680.5391,21680.5391,36913738894,0.014002
2022-09-11,BTC-USD,21678.543,21770.5527,21406.9453,21769.2559,21769.2559,34493951963,0.004092
2022-09-12,BTC-USD,21770.1484,22439.1816,21603.8965,22370.4492,22370.4492,50212088965,0.027617
2022-09-13,BTC-USD,22371.4805,22673.8203,20062.6699,20296.707,20296.707,51091116622,-0.0927
2022-09-14,BTC-USD,20184.5547,20467.2012,19793.3965,20241.0898,20241.0898,37872380889,-0.00274
2022-09-15,BTC-USD,20242.2891,20318.166,19636.7344,19701.2109,19701.2109,36389011503,-0.026672
2022-09-16,BTC-USD,19704.0059,19870.6289,19400.0762,19772.584,19772.584,30123362273,0.003623
2022-09-17,BTC-USD,19777.0332,20162.5312,19777.0332,20127.5762,20127.5762,24957448100,0.017954
2022-09-18,BTC-USD,20127.2344,20127.2344,19387.4922,19419.5059,19419.5059,31254779144,-0.035179
2022-09-19,BTC-USD,19418.5723,19639.4805,18390.3184,19544.1289,19544.1289,40177002624,0.006417
2022-09-20,BTC-USD,19545.5918,19602.457,18813.4551,18890.7891,18890.7891,36791346508,-0.033429
2022-09-21,BTC-USD,18891.2832,19674.6309,18290.3145,18547.4004,18547.4004,46363793975,-0.018178
2022-09-22,BTC-USD,18534.6504,19456.9102,18415.5918,19413.5508,19413.5508,41135767926,0.046699
2022-09-23,BTC-USD,19412.4004,19464.6719,18617.5527,19297.6387,19297.6387,38896078052,-0.005971
2022-09-24,BTC-USD,19296.9902,19310.1973,18861.9746,18937.0117,18937.0117,26149643168,-0.018688
2022-09-25,BTC-USD,18936.3105,19134.7324,18696.4688,18802.0977,18802.0977,23359966112,-0.007124
2022-09-26,BTC-USD,18803.9004,19274.873,18721.2852,19222.6719,19222.6719,44148798321,0.022368
2022-09-27,BTC-USD,19221.8398,20338.4551,18915.668,19110.5469,19110.5469,58571439619,-0.005833
2022-09-28,BTC-USD,19104.6211,19688.3438,18553.2969,19426.7207,19426.7207,53071298734,0.016544
2022-09-29,BTC-USD,19427.7793,19589.2656,18924.3535,19573.0508,19573.0508,41037843771,0.007532
2022-09-30,BTC-USD,19573.4316,20109.8496,19265.6621,19431.7891,19431.7891,43975248085,-0.007217
2022-10-01,BTC-USD,19431.1055,19471.1543,19231.082,19312.0957,19312.0957,18719537670,-0.00616
2022-10-02,BTC-USD,19311.8496,19370.3086,18970.6211,19044.1074,19044.1074,20765955327,-0.013877
2022-10-03,BTC-USD,19044.0684,19653.543,19025.2266,19623.5801,19623.5801,30484729489,0.030428
2022-10-04,BTC-USD,19623.584,20380.3438,19523.8398,20336.8438,20336.8438,35887278685,0.036347
2022-10-05,BTC-USD,20335.9004,20343.748,19801.8008,20160.7168,20160.7168,33223790572,-0.00866
2022-10-06,BTC-USD,20161.0391,20408.3926,19900.0879,19955.4434,19955.4434,34711412966,-0.010182
2022-10-07,BTC-USD,19957.5586,20041.0859,19395.793,19546.8496,19546.8496,29227315390,-0.020475
2022-10-08,BTC-USD,19546.3281,19601.6953,19299.4141,19416.5684,19416.5684,16437423167,-0.006665
2022-10-09,BTC-USD,19417.4785,19542.5391,19349.2598,19446.4258,19446.4258,16837262532,0.001538
2022-10-10,BTC-USD,19446.416,19515.4668,19102.9785,19141.4844,19141.4844,27425022774,-0.015681
2022-10-11,BTC-USD,19139.0,19241.9609,18925.6035,19051.418,19051.418,28711532910,-0.004705
2022-10-12,BTC-USD,19052.6465,19203.1992,19029.7578,19157.4453,19157.4453,24950173846,0.005565
2022-10-13,BTC-USD,19156.9668,19453.3281,18319.8223,19382.9043,19382.9043,44219840004,0.011769
2022-10-14,BTC-USD,19382.5332,19889.1465,19115.4082,19185.6562,19185.6562,38452356727,-0.010176
2022-10-15,BTC-USD,19185.4375,19212.541,19019.25,19067.6348,19067.6348,16192235532,-0.006152
2022-10-16,BTC-USD,19068.9141,19389.6035,19068.9141,19268.0938,19268.0938,17988916650,0.010513
2022-10-17,BTC-USD,19268.5625,19635.8027,19173.334,19550.7578,19550.7578,27472552998,0.01467
2022-10-18,BTC-USD,19550.4668,19666.9941,19144.7695,19334.416,19334.416,30580012344,-0.011066
2022-10-19,BTC-USD,19335.0273,19348.416,19127.6875,19139.5352,19139.5352,22425387184,-0.010079
2022-10-20,BTC-USD,19138.0859,19315.1992,18971.459,19053.7402,19053.7402,24493974420,-0.004483
2022-10-21,BTC-USD,19053.2031,19237.3848,18770.9707,19172.4688,19172.4688,32459287866,0.006231
2022-10-22,BTC-USD,19172.3809,19248.0684,19132.2441,19208.1895,19208.1895,16104440957,0.001863
2022-10-23,BTC-USD,19207.7344,19646.6523,19124.1973,19567.0078,19567.0078,22128794335,0.01868
2022-10-24,BTC-USD,19567.7695,19589.125,19206.3242,19345.5723,19345.5723,30202235805,-0.011317
2022-10-25,BTC-USD,19344.9648,20348.4121,19261.4473,20095.8574,20095.8574,47761524910,0.038783
2022-10-26,BTC-USD,20092.2363,20938.1348,20076.1172,20770.4414,20770.4414,58895950537,0.033568
2022-10-27,BTC-USD,20772.8027,20854.0449,20255.373,20285.8359,20285.8359,49625110402,-0.023331
2022-10-28,BTC-USD,20287.957,20724.9805,20086.0684,20595.3516,20595.3516,43994715910,0.015258
2022-10-29,BTC-USD,20595.1035,20988.3945,20566.4844,20818.4766,20818.4766,40369840645,0.010834
2022-10-30,BTC-USD,20817.9824,20917.0059,20547.4629,20635.6035,20635.6035,31486345556,-0.008784
2022-10-31,BTC-USD,20633.6953,20795.3203,20287.459,20495.7734,20495.7734,45668466815,-0.006776
2022-11-01,BTC-USD,20494.8984,20647.2891,20359.8457,20485.2734,20485.2734,39819303159,-0.000512
2022-11-02,BTC-USD,20482.959,20742.8105,20087.1348,20159.5039,20159.5039,55552169483,-0.015903
2022-11-03,BTC-USD,20162.6895,20382.0957,20086.2402,20209.9883,20209.9883,43228750179,0.002504
2022-11-04,BTC-USD,20208.7695,21209.5605,20188.0195,21147.2305,21147.2305,64072727950,0.046375
2022-11-05,BTC-USD,21144.832,21446.8867,21097.6348,21282.6914,21282.6914,37846047609,0.006406
2022-11-06,BTC-USD,21285.0566,21345.377,20920.1914,20926.4863,20926.4863,35082693210,-0.016737
2022-11-07,BTC-USD,20924.6211,21053.2461,20489.9727,20602.8164,20602.8164,53510852236,-0.015467
2022-11-08,BTC-USD,20600.6719,20664.6074,17603.5449,18541.2715,18541.2715,118992465607,-0.100061
2022-11-09,BTC-USD,18543.7617,18590.459,15682.6924,15880.7803,15880.7803,102905151606,-0.14349
2022-11-10,BTC-USD,15883.1582,18054.3125,15834.0186,17586.7715,17586.7715,83202283721,0.107425
2022-11-11,BTC-USD,17583.252,17650.9434,16543.4824,17034.293,17034.293,55871616488,-0.031414
2022-11-12,BTC-USD,17036.875,17066.6758,16651.7754,16799.1855,16799.1855,29717699419,-0.013802
2022-11-13,BTC-USD,16799.7227,16920.7656,16320.6348,16353.3652,16353.3652,27209183682,-0.026538
2022-11-14,BTC-USD,16352.0283,17109.3242,15872.9414,16618.1992,16618.1992,49630243054,0.016194
2022-11-15,BTC-USD,16617.4844,17051.9629,16542.5508,16884.6133,16884.6133,36599436183,0.016031
2022-11-16,BTC-USD,16884.3418,16960.2949,16430.1113,16669.4395,16669.4395,33925512989,-0.012744
2022-11-17,BTC-USD,16670.4258,16726.4395,16460.6836,16687.5176,16687.5176,27868914022,0.001085
2022-11-18,BTC-USD,16687.9121,16947.0586,16564.6113,16697.7773,16697.7773,26862218609,0.000615
2022-11-19,BTC-USD,16696.2207,16797.877,16570.4102,16711.5469,16711.5469,16106223492,0.000825
2022-11-20,BTC-USD,16712.9199,16746.7793,16248.6924,16291.832,16291.832,21313378652,-0.025115
2022-11-21,BTC-USD,16291.2236,16291.2236,15599.0469,15787.2842,15787.2842,37429485518,-0.030969
2022-11-22,BTC-USD,15782.3008,16253.0479,15656.6064,16189.7695,16189.7695,30726828760,0.025494
2022-11-23,BTC-USD,16195.5889,16638.1934,16170.5029,16610.707,16610.707,32958875628,0.026
2022-11-24,BTC-USD,16611.6367,16771.4746,16501.7676,16604.4648,16604.4648,26129037414,-0.000376
2022-11-25,BTC-USD,16602.2695,16603.3164,16388.4043,16521.8418,16521.8418,18678255976,-0.004976
2022-11-26,BTC-USD,16521.5762,16666.8633,16416.2285,16464.2812,16464.2812,18000008764,-0.003484
2022-11-27,BTC-USD,16463.8828,16594.4062,16437.0254,16444.627,16444.627,20443898509,-0.001194
2022-11-28,BTC-USD,16440.2227,16482.9336,16054.5303,16217.3223,16217.3223,27743025156,-0.013822
2022-11-29,BTC-USD,16217.6396,16522.2578,16139.3965,16444.9824,16444.9824,23581685468,0.014038
2022-11-30,BTC-USD,16445.4766,17190.9375,16445.4766,17168.5664,17168.5664,29523576583,0.044
2022-12-01,BTC-USD,17168.002,17197.498,16888.3887,16967.1328,16967.1328,22895392882,-0.011733
2022-12-02,BTC-USD,16968.6836,17088.6602,16877.8809,17088.6602,17088.6602,19539705127,0.007163
2022-12-03,BTC-USD,17090.0977,17116.041,16888.1406,16908.2363,16908.2363,16217776704,-0.010558
2022-12-04,BTC-USD,16908.1699,17157.7676,16903.4395,17130.4863,17130.4863,16824520830,0.013144
2022-12-05,BTC-USD,17128.8945,17378.1523,16922.4316,16974.8262,16974.8262,22209086834,-0.009087
2022-12-06,BTC-USD,16975.2383,17091.8633,16939.9219,17089.5039,17089.5039,19889922369,0.006756
2022-12-07,BTC-USD,17089.5059,17109.377,16750.5586,16848.127,16848.127,19675404389,-0.014124
2022-12-08,BTC-USD,16847.3496,17267.916,16788.7832,17233.4746,17233.4746,20496603770,0.022872
2022-12-09,BTC-USD,17232.1484,17280.5469,17100.8359,17133.1523,17133.1523,20328426366,-0.005821
2022-12-10,BTC-USD,17134.2207,17216.8262,17120.6836,17128.7246,17128.7246,12706781969,-0.000258
2022-12-11,BTC-USD,17129.7109,17245.6348,17091.8203,17104.1934,17104.1934,14122486832,-0.001432
2022-12-12,BTC-USD,17102.5,17212.5645,16899.3945,17206.4375,17206.4375,19617581341,0.005978
2022-12-13,BTC-USD,17206.4414,17930.0859,17111.7637,17781.3184,17781.3184,26634741631,0.033411
2022-12-14,BTC-USD,17782.0664,18318.5312,17739.5137,17815.6504,17815.6504,25534481470,0.001931
2022-12-15,BTC-USD,17813.6445,17846.7441,17322.5898,17364.8652,17364.8652,20964448341,-0.025303
2022-12-16,BTC-USD,17364.5469,17505.5254,16584.7012,16647.4844,16647.4844,24031608960,-0.041312
2022-12-17,BTC-USD,16646.9824,16800.5898,16614.0293,16795.0918,16795.0918,14463581825,0.008867
2022-12-18,BTC-USD,16795.6094,16815.3867,16697.8203,16757.9766,16757.9766,10924354698,-0.00221
2022-12-19,BTC-USD,16759.041,16807.5273,16398.1367,16439.6797,16439.6797,17221074814,-0.018994
2022-12-20,BTC-USD,16441.7871,17012.9844,16427.8672,16906.3047,16906.3047,22722096615,0.028384
2022-12-21,BTC-USD,16904.5273,16916.8008,16755.9121,16817.5352,16817.5352,14882945045,-0.005251
2022-12-22,BTC-USD,16818.3809,16866.6738,16592.4082,16830.3418,16830.3418,16441573050,0.000762
2022-12-23,BTC-USD,16829.6445,16905.2188,16794.459,16796.9531,16796.9531,15329265213,-0.001984
2022-12-24,BTC-USD,16796.9766,16864.7031,16793.5273,16847.7559,16847.7559,9744636213,0.003025
2022-12-25,BTC-USD,16847.5059,16860.5547,16755.2539,16841.9863,16841.9863,11656379938,-0.000342
2022-12-26,BTC-USD,16842.25,16920.123,16812.3691,16919.8047,16919.8047,11886957804,0.00462
2022-12-27,BTC-USD,16919.291,16959.8457,16642.0723,16717.1738,16717.1738,15748580239,-0.011976
2022-12-28,BTC-USD,16716.4004,16768.1699,16497.5566,16552.5723,16552.5723,17005713920,-0.009846
2022-12-29,BTC-USD,16552.3223,16651.7559,16508.6836,16642.3418,16642.3418,14472237479,0.005423
2022-12-30,BTC-USD,16641.3301,16643.4277,16408.4746,16602.5859,16602.5859,15929162910,-0.002389
2022-12-31,BTC-USD,16603.6738,16628.9863,16517.5195,16547.4961,16547.4961,11239186456,-0.003318
2023-01-01,BTC-USD,16547.9141,16630.4395,16521.2344,16625.0801,16625.0801,9244361700,0.004689
2023-01-02,BTC-USD,16625.5098,16759.3438,16572.2285,16688.4707,16688.4707,12097775227,0.003813
2023-01-03,BTC-USD,16688.8477,16760.4473,16622.3711,16679.8574,16679.8574,13903079207,-0.000516
2023-01-04,BTC-USD,16680.2051,16964.5859,16667.7637,16863.2383,16863.2383,18421743322,0.010994
2023-01-05,BTC-USD,16863.4727,16884.0215,16790.2832,16836.7363,16836.7363,13692758566,-0.001572
2023-01-06,BTC-USD,16836.4727,16991.9941,16716.4219,16951.9688,16951.9688,14413662913,0.006844
2023-01-07,BTC-USD,16952.1172,16975.0176,16914.1914,16955.0781,16955.0781,7714767174,0.000183
2023-01-08,BTC-USD,16954.1465,17091.1445,16924.0508,17091.1445,17091.1445,9768827914,0.008025
2023-01-09,BTC-USD,17093.9922,17389.957,17093.9922,17196.5547,17196.5547,18624736866,0.006168
2023-01-10,BTC-USD,17192.9492,17484.7207,17162.9902,17446.293,17446.293,15808338949,0.014523
2023-01-11,BTC-USD,17446.3594,17934.8965,17337.9941,17934.8965,17934.8965,18372283782,0.028006
2023-01-12,BTC-USD,18117.5938,19030.0879,17995.2031,18869.5879,18869.5879,34971338710,0.052116
2023-01-13,BTC-USD,18868.9062,19964.3223,18753.1641,19909.5742,19909.5742,29225029694,0.055114
2023-01-14,BTC-USD,19910.5371,21075.1426,19907.8281,20976.2988,20976.2988,38967784639,0.053578
2023-01-15,BTC-USD,20977.4844,20993.748,20606.9863,20880.7988,20880.7988,19298407543,-0.004553
2023-01-16,BTC-USD,20882.2246,21360.875,20715.7461,21169.6328,21169.6328,26792494050,0.013833
2023-01-17,BTC-USD,21175.834,21438.6602,20978.5332,21161.5195,21161.5195,24999983362,-0.000383
2023-01-18,BTC-USD,21161.0508,21564.502,20541.5449,20688.7812,20688.7812,30005625418,-0.02234
2023-01-19,BTC-USD,20686.7461,21163.0117,20685.3809,21086.793,21086.793,21152848261,0.019238
2023-01-20,BTC-USD,21085.373,22692.3574,20919.127,22676.5527,22676.5527,28799154319,0.075391
2023-01-21,BTC-USD,22677.4277,23282.3477,22511.834,22777.625,22777.625,32442278429,0.004457
2023-01-22,BTC-USD,22777.9863,23056.7305,22387.9004,22720.416,22720.416,24746386230,-0.002512
2023-01-23,BTC-USD,22721.0879,23126.4863,22654.3047,22934.4316,22934.4316,26518700512,0.00942
2023-01-24,BTC-USD,22929.627,23134.0117,22549.7441,22636.4688,22636.4688,26405069715,-0.012992
2023-01-25,BTC-USD,22639.2676,23722.0996,22406.0762,23117.8594,23117.8594,30685366709,0.021266
2023-01-26,BTC-USD,23108.9551,23237.0781,22911.373,23032.7773,23032.7773,26357839322,-0.00368
2023-01-27,BTC-USD,23030.7168,23417.7207,22654.5938,23078.7285,23078.7285,25383335641,0.001995
2023-01-28,BTC-USD,23079.9648,23165.8965,22908.8457,23031.0898,23031.0898,14712928379,-0.002064
2023-01-29,BTC-USD,23031.4492,23919.8906,22985.0703,23774.5664,23774.5664,27423687259,0.032281
2023-01-30,BTC-USD,23774.6484,23789.3477,22657.582,22840.1387,22840.1387,27205595568,-0.039304
2023-01-31,BTC-USD,22840.7969,23225.0215,22765.5684,23139.2832,23139.2832,22837828665,0.013097
2023-02-01,BTC-USD,23137.8359,23764.5391,22877.75,23723.7695,23723.7695,26683255504,0.025259
2023-02-02,BTC-USD,23720.8242,24167.2109,23468.5957,23471.8711,23471.8711,32066936882,-0.010618
2023-02-03,BTC-USD,23469.4121,23678.1035,23279.9551,23449.3223,23449.3223,27083066007,-0.000961
2023-02-04,BTC-USD,23446.3203,23556.9492,23291.7949,23331.8477,23331.8477,15639298538,-0.00501
2023-02-05,BTC-USD,23332.248,23423.4355,22841.7598,22955.666,22955.666,19564262605,-0.016123
2023-02-06,BTC-USD,22954.0215,23119.2793,22692.0254,22760.1094,22760.1094,23825006542,-0.008519
2023-02-07,BTC-USD,22757.2676,23310.9746,22756.2578,23264.291,23264.291,27187964471,0.022152
2023-02-08,BTC-USD,23263.416,23367.959,22731.0977,22939.3984,22939.3984,25371367758,-0.013965
2023-02-09,BTC-USD,22946.5664,22996.4375,21773.9746,21819.0391,21819.0391,32572572185,-0.04884
2023-02-10,BTC-USD,21819.0059,21941.1855,21539.3926,21651.1836,21651.1836,27078406594,-0.007693
2023-02-11,BTC-USD,21651.8418,21891.4102,21618.4492,21870.875,21870.875,16356226232,0.010147
2023-02-12,BTC-USD,21870.9023,22060.9941,21682.8281,21788.2031,21788.2031,17821046406,-0.00378
2023-02-13,BTC-USD,21787.0,21898.4141,21460.0879,21808.1016,21808.1016,23918742607,0.000913
2023-02-14,BTC-USD,21801.8223,22293.1406,21632.3945,22220.8047,22220.8047,26792596581,0.018924
2023-02-15,BTC-USD,22220.5859,24307.8418,22082.7695,24307.8418,24307.8418,32483312909,0.093923
2023-02-16,BTC-USD,24307.3496,25134.1172,23602.5234,23623.4746,23623.4746,39316664596,-0.028154
2023-02-17,BTC-USD,23621.2832,24924.041,23460.7559,24565.6016,24565.6016,41358451255,0.039881
2023-02-18,BTC-USD,24565.2969,24798.8359,24468.373,24641.2773,24641.2773,19625427158,0.003081
2023-02-19,BTC-USD,24640.0273,25093.0547,24327.6426,24327.6426,24327.6426,25555105670,-0.012728
2023-02-20,BTC-USD,24336.623,25020.459,23927.9102,24829.1484,24829.1484,28987376573,0.020615
2023-02-21,BTC-USD,24833.0488,25126.8516,24200.3633,24436.3535,24436.3535,31252098714,-0.01582
